condition,inst_wait_keys,inst_onset_time,inst_onset_time_global,inst_flip_time,inst_response,inst_response_time,inst_close_time,inst_close_time_global,stim_duration,stim_onset_time,stim_onset_time_global,stim_onset_trigger,stim_flip_time,stim_close_time,stim_close_time_global,trial_index,block_id
EO,['space'],0.0033841999975265935,1745306815,15.881092399999034,space,16.403937800001586,32.28510219999589,1745306832,30,0.0018892999942181632,1745306832,2,32.30131959999562,30.66530349999084,1745306862,0,block_0
EC,['space'],0.0054398000065702945,1745306862,62.9675974999991,space,42.10379439999815,105.07146449999709,1745306904,30,0.002149799998733215,1745306904,1,105.08789150000666,30.648858200001996,1745306935,1,block_0
